MUNICIPIO,LATITUD,LONGITUD,Producción (t),Crecimiento 2022,% Act. primarias municipio,% Act. secundarias municipio,% Act. terciarias municipio,pobl. con pregrado municipio,Valor agregado 2022,% pobl. con pregrado municipio,Peso relativo municipal en el valor agregado departamental (%),Producto
Municipio 352,-62.63588665331761,44.79392532132837,7823,37.5456239910214,84,38,-22,15,654680,11,89,yuca
Municipio 749,5.678226478705923,61.63718193294707,9923,5.318711893215639,60,79,-39,24,508259,43,28,yuca
Municipio 314,67.97629683825099,-50.941780110956586,489,41.759115104479804,76,9,15,27,404935,49,70,papa
Municipio 913,-28.69237315608293,-164.85494532745437,9163,27.447288038285038,62,13,25,71,849677,95,17,café
Municipio 743,72.62960716514584,-103.65353371340666,1345,23.647678335450117,29,78,-7,27,614047,3,66,caña de azúcar
Municipio 361,23.40830300911996,116.56358077318731,3774,34.41808285362602,79,49,-28,17,131531,5,17,frutas tropicales
Municipio 566,-43.17925002404077,-166.76818128031695,1176,4.985862565177879,58,86,-44,12,503167,15,9,café
Municipio 652,11.405045581238042,-86.76137190390168,4603,2.0032662781513166,58,92,-50,33,200170,89,51,frutas tropicales
Municipio 593,-63.29496904199737,177.61130489411335,515,47.60804349884003,8,54,38,39,523737,9,83,arroz
Municipio 97,57.660177908266206,-144.086997639362,7691,1.814383279925036,68,15,17,26,542745,74,82,arroz
Municipio 66,54.44424390196386,159.15438487243682,9293,18.629290178603984,24,21,55,45,957219,44,10,arroz
Municipio 348,42.03724512769705,86.18261942832919,4305,47.49094891613678,64,92,-56,8,290940,38,43,frutas tropicales
Municipio 712,12.334954962639927,-86.2017408017709,339,42.205170539027165,92,7,1,96,710696,90,59,papa
Municipio 479,21.087961180974332,151.737619456674,1301,33.5323734979503,80,52,-32,84,965613,63,14,arroz
Municipio 601,27.19235178587013,-110.41462278914334,5941,35.697160676850906,94,18,-12,81,599724,40,25,caña de azúcar
Municipio 861,-66.9502686032479,-159.92769453703806,4687,6.439345055972384,59,84,-43,46,996044,61,87,tomate
Municipio 572,-78.46318248995411,166.68988833646665,7419,45.72798103178318,56,3,41,42,197841,67,30,arroz
Municipio 310,44.048167063215516,50.81405628922576,936,33.49287285936964,12,78,10,92,894605,50,24,otros
Municipio 918,32.936261472278076,-59.79937287856713,8731,14.264290729904399,52,82,-34,2,301889,3,1,papa
Municipio 90,65.79544519840954,-173.4411612382846,4689,33.219557364540336,71,10,19,62,365400,23,6,café
Municipio 128,82.73336441395688,-136.33059835035084,5393,47.55007124148907,12,59,29,3,841850,11,9,otros
Municipio 28,24.15953262784879,21.167550278641187,9819,14.188636710692155,29,59,12,52,479257,71,0,papa
Municipio 758,20.033796588295488,60.9951592819873,6094,34.785671814068294,12,13,75,14,993542,37,64,otros
Municipio 355,81.68060984334102,164.0640402692655,9211,18.801682286579712,75,95,-70,38,152141,63,15,yuca
Municipio 648,-50.667322524593445,72.44102009238122,7027,31.592439224026204,42,24,34,29,473939,2,44,frutas tropicales
Municipio 512,15.113419113855883,52.27492485598512,1828,15.899915466153153,18,18,64,16,977557,65,6,papa
Municipio 479,-76.13760665742917,-55.59490948034653,9308,5.621449900398057,70,51,-21,38,167516,92,73,caña de azúcar
Municipio 297,-21.647900805010806,22.775174795081938,9826,31.68366902095052,10,50,40,31,532962,99,47,yuca
Municipio 597,-42.83085201304577,9.085706776665319,1790,45.72068466133252,39,36,25,30,957157,88,2,caña de azúcar
Municipio 501,-61.800894665045035,-16.730087828393124,9052,1.1192502864114051,54,71,-25,44,173638,81,98,otros
Municipio 452,83.02782936769674,-15.737724141963184,8392,43.51516180807957,27,93,-20,77,897663,56,36,papa
Municipio 812,-75.3630035760314,59.990702730733915,8812,47.31410567454968,41,45,14,68,781690,27,99,tomate
Municipio 455,-22.013804852556234,-79.19615219663382,480,43.40898456378063,62,26,12,23,451956,45,13,otros
Municipio 456,71.86970958244791,9.834244852459591,320,37.38775567118353,11,31,58,69,445852,0,62,café
Municipio 302,49.2218296191202,-102.46236526982098,9694,23.148447690277855,81,98,-79,15,322195,78,71,arroz
Municipio 71,-38.45245440773587,-176.99310755200648,107,26.578112086006538,32,91,-23,7,616199,60,18,café
Municipio 456,82.76090716447686,-40.011348292743776,5599,22.942930379301796,6,92,2,95,584372,1,57,tomate
Municipio 339,57.86828442087861,154.1466498411104,3766,40.65074352401321,31,4,65,73,119133,89,52,caña de azúcar
Municipio 790,-75.36455565741082,21.498883225554323,8160,39.11371156797346,18,99,-17,38,838536,0,80,café
Municipio 962,14.206037042402585,-9.178931551643785,8192,19.66464054697577,41,13,46,87,120610,67,40,tomate
Municipio 81,17.87502878202963,-113.97852992402275,6821,18.435609371837074,81,14,5,40,314625,1,60,caña de azúcar
Municipio 135,67.00755994152539,-116.13791139884188,2545,10.314245117840526,96,54,-50,12,216834,86,87,yuca
Municipio 145,62.9883108994629,102.74893169379584,2795,10.321443887105069,27,12,61,38,767952,68,81,tomate
Municipio 766,-48.5745797762814,-45.38939061381305,6927,24.42022328728626,27,22,51,69,817745,12,51,caña de azúcar
Municipio 797,-49.068381837366495,177.99253894538475,509,5.406909778920433,67,97,-64,73,125162,79,63,yuca
Municipio 204,70.63908569799705,103.72346600200683,4926,41.6678799596233,78,67,-45,46,289308,27,34,café
Municipio 940,84.13856839214006,71.65689218913829,2365,10.813566177432044,86,66,-52,29,981870,7,14,tomate
Municipio 303,0.34094177411341775,-50.562176405825454,3996,18.118091537911273,54,8,38,26,730533,10,45,caña de azúcar
Municipio 608,77.32997264461858,-11.077648486893054,3575,17.449152377498585,31,75,-6,16,999924,16,16,otros
Municipio 376,-45.20985843378503,-0.13455040570400456,1643,41.43373165303437,99,81,-80,92,130711,85,97,otros
Municipio 26,-6.359149194590074,-148.0264043444903,9766,28.659519983323268,90,26,-16,45,745149,98,33,arroz
Municipio 93,-13.395927663174035,-115.14823974972451,6567,0.5521735599614275,87,29,-16,28,222371,21,62,papa
Municipio 782,80.36532467419943,17.749122567085095,1787,42.350912583822165,15,96,-11,86,624838,64,73,yuca
Municipio 925,-76.6909008478586,98.59340996873004,8359,41.00251408007772,67,25,8,51,268984,99,83,papa
Municipio 273,72.515874478869,14.185052186431449,1963,20.03787539696347,93,13,-6,85,710106,76,89,arroz
Municipio 356,52.28232157018144,9.40063935388963,8772,31.649137123729165,51,58,-9,75,635474,8,15,yuca
Municipio 483,40.18456331559153,103.42399090025367,6835,46.27981348138863,37,80,-17,36,776648,47,46,tomate
Municipio 770,-13.29810003951684,34.02847248119096,9549,0.9440297967800049,85,81,-66,50,393943,19,83,café
Municipio 250,-18.208352413695664,-76.67529982563047,2483,3.4909402017751057,78,48,-26,56,158035,73,13,café
Municipio 391,8.679923144138229,30.726865206419603,7080,46.31123085200501,14,91,-5,48,143799,82,11,yuca
Municipio 949,-33.25625541870475,6.915596151692029,6531,30.201768276681374,2,54,44,65,426976,5,27,otros
Municipio 568,76.96904266883905,-110.59541811883854,2183,29.888951842141992,15,28,57,62,554097,59,38,papa
Municipio 121,39.745232684444176,-117.9698763809519,7891,36.10852895220011,98,4,-2,10,103666,22,2,caña de azúcar
Municipio 614,32.43311534574478,-137.63736453141047,8944,35.28795098883194,56,87,-43,44,394129,95,78,tomate
Municipio 659,11.452818541915633,75.20225984626384,1914,49.61077956762473,34,14,52,39,536840,8,86,frutas tropicales
Municipio 37,81.27248660939293,170.4842167029223,8532,31.51876913196851,49,66,-15,28,562670,66,42,papa
Municipio 108,5.099527858373776,142.5432437885283,3789,27.013196944253824,94,16,-10,75,453245,34,18,café
Municipio 163,-1.464282644955503,143.7865813920019,2196,10.010489647089294,20,82,-2,29,469570,81,77,yuca
Municipio 692,-18.146606582345143,-45.01858760927087,1981,34.34787801962299,96,82,-78,22,190373,86,75,tomate
Municipio 83,-38.14302581616007,10.34281988010494,8215,0.5203533472511901,87,70,-57,86,820548,98,47,arroz
Municipio 963,-57.270730167305224,10.87877853772028,7832,29.21986959995723,50,14,36,7,439642,77,8,yuca
Municipio 401,-33.64514545286772,-131.8988588562289,870,14.46423808986474,76,50,-26,26,896724,32,56,arroz
Municipio 552,49.004968677157166,159.3430392081546,5408,4.155777645185932,96,44,-40,6,895028,88,77,tomate
Municipio 927,20.5653539774886,-10.571405888047764,8312,45.47056559845334,86,5,9,35,111221,15,90,yuca
Municipio 700,28.721001040221196,-74.50086582931098,7302,29.32932533496906,45,20,35,3,268432,96,28,caña de azúcar
Municipio 43,69.6282506944411,164.8870995726798,1924,37.702203033124626,96,94,-90,41,331316,79,41,papa
Municipio 386,-79.35288701911685,-72.4807426290667,2060,0.9152043244971819,41,27,32,14,721366,70,89,papa
Municipio 8,86.68851862577372,107.05941749073929,1776,5.249787109657989,18,10,72,77,768137,44,42,tomate
Municipio 728,-72.4133761067065,106.5498327327781,8327,43.30121556353115,87,30,-17,89,184174,56,91,tomate
Municipio 805,4.202069307873174,113.97474449258533,9049,39.40046234373609,14,43,43,9,519377,15,31,arroz
Municipio 525,54.83734229908299,-99.98663906244524,1294,43.23582108319206,8,73,19,35,462215,3,41,otros
Municipio 918,-31.451431614040914,42.558579786624506,8279,20.32884128364912,71,12,17,17,557624,22,21,arroz
Municipio 32,-74.95285059630135,161.51144168881694,6123,12.345638012659876,16,97,-13,49,229616,33,0,arroz
Municipio 921,-57.781894142591064,28.435654821609972,6003,5.848970316973517,21,96,-17,27,347112,31,66,otros
Municipio 467,-5.822190694391736,-80.55205024749402,2822,39.05723828120221,22,91,-13,36,586855,90,41,yuca
Municipio 943,-14.979677691978566,-72.8993732046304,5321,8.456431436982188,12,89,-1,8,388912,45,69,caña de azúcar
Municipio 230,37.92088808254684,158.08810473441514,4417,42.31788092915891,64,61,-25,21,628967,84,72,café
Municipio 468,-13.253343819017886,-2.1189614510902004,1066,25.0956207173387,31,24,45,6,361459,93,28,yuca
Municipio 105,37.762342890433374,-151.32369686783494,5693,45.627775805409215,63,0,37,31,443946,91,57,café
Municipio 316,-5.161182612946064,53.62451845257374,1123,37.61259590019442,88,44,-32,99,438686,54,31,arroz
Municipio 739,44.28634143211909,171.108872675952,3097,38.73192817722124,10,84,6,1,643638,79,27,frutas tropicales
Municipio 486,-36.92194891927517,9.674185619245804,2612,12.445139319982385,83,84,-67,92,327874,24,40,frutas tropicales
Municipio 354,-47.82668650397212,-43.72818171654171,4917,47.43003561665694,28,11,61,52,407358,11,77,yuca
Municipio 315,-2.190631228087753,152.25674644239126,1523,1.3654835777244911,40,83,-23,7,342496,57,90,frutas tropicales
Municipio 699,-24.238597978867716,64.01633448404874,7903,34.46543658568235,6,67,27,8,641650,17,93,yuca
Municipio 756,-89.79788054624791,34.17944065058148,9722,40.4470204369429,4,81,15,20,326724,19,40,otros
Municipio 533,30.110350549686046,175.70377653463203,160,32.39247470350527,26,74,0,54,106972,21,36,yuca
Municipio 938,-18.264144864499343,162.1157364827862,9507,21.10522279106899,53,32,15,48,764893,83,56,yuca
Municipio 342,-43.2485377107656,175.72164337783988,1390,33.6652950920016,80,78,-58,17,407120,11,94,caña de azúcar
Municipio 853,57.76654633397192,-16.966850858374926,5470,17.650454395878096,97,82,-79,14,490315,72,38,arroz
Municipio 814,22.501292942650224,-92.71401920562133,1332,14.747997921389382,45,56,-1,58,146525,42,2,tomate
Municipio 350,38.14939415102927,19.83859834514641,9305,20.137628234039756,1,12,87,33,974856,8,98,otros
Municipio 516,11.386938414644462,48.80647097805826,8992,30.01046246284779,10,6,84,62,495683,97,58,yuca
Municipio 222,-24.00723151974637,-52.1305960540099,126,17.649568584269687,50,84,-34,88,928432,69,30,tomate
Municipio 87,-4.9247225775197165,-135.0860540366204,2974,35.811769918471455,89,42,-31,6,397168,26,49,yuca
Municipio 863,26.049287486747332,-98.42375036846614,9529,24.402819157424304,18,98,-16,79,120964,70,75,otros
Municipio 664,-46.66767987295734,95.39078839495409,6777,11.575291277990068,12,80,8,8,986892,9,37,arroz
Municipio 897,-56.756936992650765,128.2480382783637,3845,14.11308785343896,8,54,38,83,332314,57,1,tomate
Municipio 805,53.591519372081734,-0.6856472652823697,3302,25.6205551599475,31,89,-20,2,996546,22,27,yuca
Municipio 601,33.826403235423555,-121.15192400980926,7312,10.829191521684645,15,31,54,37,311183,62,72,yuca
Municipio 701,-77.13021677519441,-172.0018065100953,4654,41.92755801719173,37,2,61,96,167764,95,71,arroz
Municipio 715,35.7054951134926,40.93495496226328,3116,32.21619059949615,23,92,-15,98,527703,89,55,caña de azúcar
Municipio 615,84.235613349007,129.22607979711944,748,29.840199651487442,37,24,39,66,242113,21,39,papa
Municipio 398,53.22981092458923,86.69406729647937,992,27.344566475918135,60,18,22,83,262266,80,39,arroz
Municipio 317,-26.052047783268932,71.73864151083927,9972,22.16074526064247,94,18,-12,34,260742,7,37,tomate
Municipio 675,26.841595856921984,18.644308888162215,7090,14.512588939752913,80,76,-56,8,157798,40,89,caña de azúcar
Municipio 922,-57.7815146672003,11.221149024056587,1407,24.066192083205003,6,23,71,3,549415,45,31,caña de azúcar
Municipio 141,34.79496562658042,62.96430863701761,4477,3.984521905871241,52,41,7,51,223016,58,81,frutas tropicales
Municipio 379,31.401928970866734,138.88800928269978,2975,19.650143300949146,19,78,3,58,904092,57,62,arroz
Municipio 75,40.364319022448484,91.40446199124813,6886,33.967391479118,85,95,-80,86,581797,1,60,yuca
Municipio 274,24.162558402316577,-22.52284601789384,7259,34.42484950036376,55,68,-23,54,144907,95,54,café
Municipio 33,78.08003777891469,-76.06433025166001,7914,46.131557285284366,93,15,-8,53,480623,32,92,caña de azúcar
Municipio 953,46.75497222763957,30.154799800686533,3321,0.026153022861774566,30,56,14,82,475814,0,18,arroz
Municipio 255,87.34071222621716,6.712869070833506,4841,5.138809502865627,80,3,17,59,265537,8,23,arroz
Municipio 200,-54.845968257130565,-169.24723084568112,3211,35.399106134267576,35,33,32,64,489885,29,3,tomate
Municipio 775,25.838275505060167,-144.54648950201036,6817,23.453231955208846,36,64,0,55,500839,58,3,otros
Municipio 370,79.1341096861436,-44.04558756244299,6289,19.62728791569931,83,58,-41,95,541058,38,44,otros
Municipio 911,-58.916401652884716,-27.047359594744506,368,30.75743944335437,90,22,-12,25,546858,67,98,otros
Municipio 277,-5.540061530583486,15.2622511760446,9760,40.28467358790994,82,18,0,72,180873,71,77,otros
Municipio 32,-71.53101606583411,-148.45043572317968,8762,46.47964524628321,80,15,5,90,845058,38,13,frutas tropicales
Municipio 35,-29.307414082700795,49.122549481364274,3728,2.1607871886716143,6,25,69,30,266507,90,37,café
Municipio 348,-51.468437369062876,135.73499126839874,5432,42.91760505048424,65,50,-15,15,379333,80,15,otros
Municipio 759,-7.487300632137277,-137.45703269412047,8805,11.866564597483636,26,75,-1,44,933989,15,23,papa
Municipio 659,-74.02326329640067,-37.01661406709786,3646,18.688742061949238,61,76,-37,34,649890,32,52,caña de azúcar
Municipio 791,74.29609092853227,-178.89035734628504,2721,0.6767643177435778,96,56,-52,97,406608,58,4,arroz
Municipio 784,-44.68449650443277,-147.23191136095255,6085,9.560001350143231,98,1,1,55,668667,57,20,papa
Municipio 745,0.7663180463028709,105.72925193351756,5158,13.473772995165884,86,42,-28,78,533921,35,52,otros
Municipio 929,22.557531683027065,-76.71506050091358,2458,35.69902924585095,46,73,-19,31,507688,51,77,caña de azúcar
Municipio 295,63.9825952181925,23.256599785473014,2117,6.457097916291294,11,95,-6,97,721264,80,31,tomate
Municipio 511,23.888169230625095,23.072551399494216,9890,37.23754738811815,63,48,-11,67,215139,34,63,café
Municipio 98,-16.86168236887032,-15.015960894025739,3979,30.139196626593073,3,74,23,0,955547,99,12,frutas tropicales
Municipio 485,83.14630949555738,-172.11127044716946,9693,36.31988357409077,66,48,-14,58,597912,85,10,otros
Municipio 35,41.223817018204784,7.473819927244847,7798,47.113450039719304,25,87,-12,44,362457,32,49,frutas tropicales
Municipio 82,-24.481683285244117,146.22763069199766,9076,22.574619667026326,88,96,-84,22,606462,49,83,yuca
Municipio 880,21.4260958897448,119.23121777678779,4161,32.55016550003872,31,13,56,39,387525,73,53,caña de azúcar
Municipio 923,-7.698308616251467,61.13168814942247,7021,32.38545975083938,44,50,6,93,442537,55,64,yuca
Municipio 625,-22.706039324064193,-23.588140818007076,9420,28.638954869726586,89,58,-47,41,385479,93,52,arroz
Municipio 94,81.23929416885798,-143.08746788454897,1324,33.243497037917166,11,61,28,69,302789,33,32,otros
Municipio 112,26.19620791847923,160.84567505264556,684,30.658007096221475,21,83,-4,98,973667,12,33,otros
Municipio 647,-74.53164516028679,-14.033567372869328,3836,6.715423852469521,28,60,12,14,647550,27,28,papa
Municipio 903,-41.11553891581964,72.13980329371154,3984,32.46351532789493,41,88,-29,1,559591,99,60,café
Municipio 92,-75.39405363322518,-179.23656245123297,9805,21.2627960950422,56,63,-19,60,980783,86,29,arroz
Municipio 203,77.33523390255576,-48.914006648735494,2996,38.235165247072295,99,97,-96,93,714625,99,38,otros
Municipio 998,-82.05753892036776,-86.69294031202675,9808,35.121728496600305,32,66,2,24,176700,98,43,papa
Municipio 401,11.124276223396748,20.308775596660496,5153,26.54778884832657,77,15,8,58,310575,56,29,café
Municipio 521,89.99354097636981,-23.33366047489369,9270,3.961629630698832,14,86,0,63,445666,84,69,café
Municipio 486,60.15659699718853,34.017310228125694,3844,14.46931069886247,48,45,7,58,444084,60,1,otros
Municipio 425,-76.11494362562128,-70.41231428168206,9158,9.48182804261829,51,65,-16,29,851819,55,99,otros
Municipio 622,-49.45116748553099,-169.7919534700113,2997,5.0259412136550825,48,91,-39,30,549247,69,39,frutas tropicales
Municipio 265,76.09657951841035,-161.8027174449758,1695,37.875794105067,18,87,-5,91,455012,40,7,café
Municipio 382,-3.4767264802694484,-63.1590207288244,6439,14.124919083977067,2,33,65,27,682670,77,68,yuca
Municipio 909,-40.528132937775005,-58.88409338992618,8586,13.893705402097039,84,86,-70,65,526968,23,37,arroz
Municipio 314,-32.63245633883535,34.951438952839084,4876,0.06527778663559247,16,88,-4,32,924985,90,95,papa
Municipio 541,-44.79749454257332,-49.94826795274224,848,7.116751326311466,90,13,-3,2,342191,72,99,arroz
Municipio 117,49.77720704878317,71.26689843310609,1454,21.938511947576945,47,28,25,39,588932,43,19,otros
Municipio 97,-37.65110959203598,113.59518254136742,6069,42.2326242926501,89,43,-32,2,749391,41,20,papa
Municipio 316,18.027337942637487,-22.809190709641655,5047,30.233791128953552,71,23,6,46,388249,71,10,yuca
Municipio 1,78.00523514723531,-165.0224656950781,5575,36.120611135929074,52,64,-16,62,108739,89,92,otros
Municipio 791,54.59058533330122,178.3515097779013,1676,40.77843892342289,16,26,58,53,742709,87,36,arroz
Municipio 792,12.831082798396622,67.29266704814495,4456,36.43599724683434,51,13,36,88,498800,9,0,café
Municipio 193,62.30699854365352,1.8922677883900008,438,24.237687929602576,97,45,-42,94,772440,68,28,caña de azúcar
Municipio 509,33.96856855246985,-165.60008317825404,4789,35.58842864498487,99,72,-71,88,618109,30,69,papa
Municipio 620,69.02719802570073,-15.624809682028854,2848,10.161924989102033,72,87,-59,83,241209,1,65,arroz
Municipio 940,-43.59586253678514,125.74412386611039,3002,19.168157835918354,49,47,4,54,542157,9,81,caña de azúcar
Municipio 42,-7.764943515643964,-129.37974937757207,1602,43.05540622739342,71,1,28,23,536828,72,14,papa
Municipio 922,-51.456555951100306,119.79452790182575,4967,31.903329892831145,39,28,33,43,217052,21,60,otros
Municipio 518,-5.167477398234595,-160.90114409780674,7036,27.008297805236737,65,65,-30,70,367560,74,92,arroz
Municipio 653,29.21136693164823,6.418024013179036,6530,30.006054911504197,48,3,49,57,582284,92,16,café
Municipio 328,-17.755551260332467,99.44684592181619,8790,11.238625738691033,60,25,15,11,152512,33,91,otros
Municipio 359,-16.14213437083849,172.47451432442523,4420,38.85112354183357,40,57,3,23,389381,1,10,tomate
Municipio 711,-30.689495886684625,-40.00724169506347,9667,36.81408442014512,91,9,0,4,859308,25,77,arroz
Municipio 161,-49.750520909214266,-144.69851086964198,4142,15.975955565639428,14,87,-1,19,833149,91,36,café
Municipio 75,-20.98758490082278,114.67841524939388,862,20.371963577662015,51,19,30,10,993174,95,60,café
Municipio 278,78.77290111971672,-37.5183955077826,7316,7.9026044808142455,35,69,-4,7,198895,73,86,papa
Municipio 515,51.56767416880189,132.60493221383445,1590,42.546609550620815,19,43,38,87,930987,23,24,arroz
Municipio 193,-62.66832103749247,-75.04904985749943,4776,25.482175556875518,32,18,50,85,373762,16,99,otros
Municipio 947,6.660302156757055,47.30501452264181,8848,28.065368628174237,50,56,-6,14,363697,16,2,frutas tropicales
Municipio 350,88.13377221978794,-30.878960772642586,5485,39.90290488825502,21,98,-19,89,532490,50,70,yuca
Municipio 599,-65.64936898966825,-157.60110517393653,8370,35.86104120737521,3,23,74,86,607119,90,11,caña de azúcar
Municipio 985,46.87201868051736,150.29491769869844,8922,17.037678863140908,77,19,4,1,843468,40,81,papa
Municipio 219,-54.519967963900264,-29.36180234268059,3649,26.489899550176656,21,86,-7,66,866769,12,78,otros
Municipio 274,-48.264711222094135,-36.78668550598644,8170,35.80497578369612,15,39,46,30,592852,38,82,arroz
Municipio 625,-30.887952483059472,-101.80821086344424,3307,29.095391266886995,56,84,-40,56,772748,25,92,yuca
Municipio 736,-30.66301624867107,-166.74778143735801,4028,23.481648103025897,22,7,71,62,686181,23,7,caña de azúcar
Municipio 407,-43.68605178055425,-47.15827804996732,6401,25.087472840379515,70,38,-8,35,406447,69,64,papa
Municipio 799,-81.43606640643009,-84.64872306077952,604,43.67677981008753,66,61,-27,86,671429,22,41,tomate
Municipio 325,-87.03478611875009,-87.51858821827541,5142,7.3162795404519585,67,38,-5,25,916982,45,81,café
Municipio 991,58.532559679435366,-24.38283436046649,246,38.637941866729,24,26,50,42,470404,11,6,tomate
Municipio 623,-26.01034681588404,110.08577575062276,6720,21.437494614745763,99,8,-7,33,476411,35,74,yuca
Municipio 309,60.747947450570535,94.89574015991212,9042,5.413095724888145,23,44,33,41,319142,10,92,caña de azúcar
Municipio 886,75.4632467468708,79.40890686445374,3238,18.57566491347727,28,5,67,61,806064,38,49,frutas tropicales
Municipio 294,3.7121539127278993,179.30565536739527,4550,27.855372383036496,11,91,-2,62,776487,53,97,café
Municipio 277,-72.63434634801307,-12.85293718891242,4291,4.436894161624122,1,59,40,55,126211,89,11,papa
Municipio 356,84.75450212832982,152.6610004506898,6249,4.467732489473519,62,76,-38,55,761398,11,24,otros
Municipio 454,52.70240144945345,-168.71954589140574,3424,28.025777590317304,86,65,-51,32,521465,86,53,papa
Municipio 431,25.118085943501967,132.9218040917288,2889,48.32139157293372,81,7,12,74,930073,84,97,arroz
Municipio 366,-25.39448727777213,-25.02878483307441,6942,43.19795197850807,2,14,84,17,132584,41,41,papa
Municipio 714,-83.29786009816151,-14.635709320321382,9283,49.953378158166814,64,45,-9,20,493427,25,54,caña de azúcar
Municipio 29,8.723545907322233,-34.323413882513904,829,14.606180001195845,57,64,-21,15,876486,2,81,caña de azúcar
Municipio 250,-89.61456060282761,-4.89558483779436,8759,3.1055301138154636,43,18,39,9,373524,98,27,yuca
Municipio 948,61.04771220019836,-87.51460852657867,2643,26.363040107225018,37,35,28,91,663816,31,79,yuca
Municipio 181,-23.567611518540545,-37.530220696468405,6947,33.07136793713172,53,17,30,5,678726,62,68,frutas tropicales
Municipio 483,50.188880926345746,123.46567324715403,5052,19.52740042969371,20,31,49,15,702030,55,89,papa
Municipio 127,-64.20408329150351,124.63452931093178,6741,27.689575508630888,27,98,-25,69,637514,71,76,arroz
Municipio 684,77.27280030187623,-47.88646967620585,6552,24.785117724828954,32,28,40,49,283711,16,93,arroz
Municipio 444,53.79176862633983,-179.98029475126495,4731,32.142862064755356,56,57,-13,60,312169,90,49,café
Municipio 288,-78.83994894896749,-164.46300781188103,4933,30.605194859812247,69,68,-37,32,839521,58,55,otros
Municipio 7,40.22718982008405,165.806402747246,3430,45.630241776402436,79,51,-30,0,885799,75,89,caña de azúcar
Municipio 811,43.376603509171304,17.187205686807317,298,44.93686389770129,13,26,61,57,788180,28,2,café
Municipio 154,20.131881087841336,131.87065224140514,1079,29.840687233090797,15,72,13,87,584606,46,32,arroz
Municipio 98,-43.88557463804346,-43.36900887878005,2849,30.622886824592598,39,14,47,38,862755,17,0,tomate
Municipio 134,1.6288636711977063,-149.26772638123265,8957,2.572094363154992,12,24,64,22,116638,42,61,frutas tropicales
Municipio 122,-39.93435371260463,-38.254830999309604,7348,31.97524663292918,42,38,20,16,548266,86,7,tomate
Municipio 657,61.246533655929454,23.053076678240217,8429,29.69653960022287,79,44,-23,19,370743,86,48,papa
Municipio 450,7.507577674353357,76.4588760987346,3370,10.864400240612426,42,59,-1,21,178293,2,55,papa
Municipio 46,60.01478796739627,-18.699265590653226,7672,2.181187835010101,4,91,5,72,742718,95,67,frutas tropicales
Municipio 439,34.70383163774004,76.5795377969211,3885,34.69360051156971,25,48,27,69,461704,29,15,arroz
Municipio 199,-79.30469239866196,20.692966374635574,4317,46.635107074251216,92,14,-6,79,525588,15,41,café
Municipio 516,-64.94346354503143,-55.41029653642059,8031,33.24026369402853,31,37,32,69,408239,7,71,arroz
Municipio 506,46.663489644518705,5.151918770109432,8586,5.881982416770226,19,78,3,49,680932,55,51,papa
Municipio 327,27.35521343965364,-123.30336611456997,6863,4.508982354805463,21,48,31,27,195796,27,38,papa
Municipio 106,86.63468767846649,98.1620655048747,6289,44.118683233548225,4,35,61,32,790140,56,51,arroz
Municipio 831,31.88603329511733,42.149161458792605,7199,27.370332281284742,77,72,-49,47,489878,47,79,café
Municipio 747,-22.243624280646827,-40.0904610916117,9922,18.01007084730712,59,13,28,93,682882,75,68,papa
Municipio 748,-85.0046083417449,130.0149198621616,2793,45.9860023975626,22,10,68,95,608687,66,60,café
Municipio 442,26.009633902238093,-24.73899715607206,4045,1.4009778265684225,92,34,-26,4,791244,72,52,café
Municipio 240,66.8947989217587,-59.310879433189854,7031,40.719262030096345,82,19,-1,6,892349,32,3,frutas tropicales
Municipio 234,31.818543820328657,88.39954958151014,6283,13.072709327436627,27,85,-12,4,503876,18,83,arroz
Municipio 919,-44.83141779423404,163.57839836335626,6242,15.380907852931507,63,43,-6,95,135025,68,1,café
Municipio 661,14.70712329467382,102.23229463636761,8595,41.235005693084744,87,97,-84,55,242214,59,46,yuca
Municipio 90,-70.89699686695673,-146.5831860765932,7482,39.354518507128724,9,7,84,18,124318,90,50,tomate
Municipio 110,51.926284323348824,-129.27966495136658,7497,19.453158361730218,2,32,66,5,927389,41,76,yuca
Municipio 454,-4.939496670045429,-5.757020547186983,3831,13.278008330944575,44,47,9,90,316315,8,19,caña de azúcar
Municipio 169,-49.15174975542886,-59.02770401188947,1708,30.60271860306456,69,62,-31,82,297086,23,43,frutas tropicales
Municipio 239,-34.90125192869721,-166.37491421874157,8945,36.26052348919302,89,24,-13,27,502628,31,99,frutas tropicales
Municipio 350,-31.755163372510836,-164.48784679638138,9318,29.324673292062144,33,1,66,97,157789,71,55,frutas tropicales
Municipio 986,42.4812559059616,-73.13655644705086,3430,26.94684191987595,99,46,-45,87,523441,94,54,tomate
Municipio 119,78.31788078357945,-88.55721928553587,735,4.998592438096111,66,95,-61,3,727943,93,20,arroz
Municipio 787,68.3416007401942,156.55518618975032,3379,0.5883282346983543,18,63,19,32,187694,71,45,yuca
Municipio 956,72.08170961085844,-54.418542775230065,2444,48.50510121450256,29,71,0,73,943624,65,89,papa
Municipio 674,-30.681426245238946,-145.1542221738399,4813,35.09921243390769,3,59,38,34,414351,91,74,arroz
Municipio 723,73.75334741828135,-120.37283008373964,8653,18.752944961666902,97,20,-17,22,544005,95,63,café
Municipio 344,-86.14260896841282,102.94055099173369,2587,21.616929570726718,49,37,14,14,729567,46,19,café
